song,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy,year,genre_full
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,85,66.0,58,7,34b5d2d2-6e0b-4879-8235-c064b0013f29,not_danceable,roc,male,aggressive,instrumental,184.570388794,A,0.904795646667,happy,2019,Rock
Hot Now,YoungBoy Never Broke Again,88,83.0,66,5,f0845f1c-d5cf-4e55-ac5d-d69f2826e170,danceable,hip,female,not_aggressive,voice,164.343734741,E,0.83779156208,not_happy,2019,Hip-Hop
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,93,53.0,53,14,facad4d6-c2ec-4d03-8297-305f053714ed,danceable,roc,female,aggressive,voice,138.016418457,B,0.919007539749,happy,2019,Rock
Living,Dierks Bentley,95,93.0,51,16,17b74b26-9348-46a1-89fa-3a4f9f16a5a5,danceable,pop,male,not_aggressive,voice,83.0136642456,C#,0.834375858307,happy,2019,Pop
Start Wit Me,Roddy Ricch & Gunna,98,82.0,75,3,a6e8979a-73bc-474a-b1af-f44aa7313818,danceable,rhy,female,not_aggressive,voice,130.014419556,F,0.917607843876,not_happy,2019,Rhythm & Blues (R&B)
Immortal,21 Savage,100,55.0,55,2,106ced3b-8782-4bed-9f5a-06deb9ad9163,danceable,hip,female,not_aggressive,voice,92.1397857666,C#,0.942200303078,not_happy,2019,Hip-Hop
Lose You To Love Me,Selena Gomez,5,8.0,1,5,87370e5e-be85-4708-94dd-389a2b471ada,danceable,rhy,female,aggressive,voice,102.484855652,E,0.507887661457,not_happy,2019,Rhythm & Blues (R&B)
Senorita,Shawn Mendes & Camila Cabello,6,3.0,1,22,2388d3c6-50f0-4cd5-a20a-8b68ac9a2621,danceable,dan,male,not_aggressive,instrumental,129.943710327,A,0.859284818172,not_happy,2019,Dance/Electronic
Everything I Wanted,Billie Eilish,8,74.0,8,2,c205a615-d1ee-468c-9fca-dda3cf8f9937,danceable,rhy,female,not_aggressive,instrumental,119.994277954,A,0.759312808514,not_happy,2019,Rhythm & Blues (R&B)
"10,000 Hours",Dan + Shay & Justin Bieber,9,10.0,4,7,b8e46f7a-1dfc-44f6-9ccd-f16faadcba57,danceable,pop,female,not_aggressive,voice,90.00806427,A#,0.970693469048,not_happy,2019,Pop
Panini,Lil Nas X,11,9.0,5,22,fa60c2aa-288c-4f23-846d-05ef9b4d22b7,danceable,dan,female,not_aggressive,instrumental,153.541397095,F,0.783972978592,not_happy,2019,Dance/Electronic
Roxanne,Arizona Zervas,12,27.0,12,3,dd8755ed-6061-4c8b-a26d-927609bc3e65,danceable,hip,female,not_aggressive,instrumental,172.265670776,A,0.888282239437,not_happy,2019,Hip-Hop
HIGHEST IN THE ROOM,Travis Scott,14,12.0,1,7,818548d8-869f-49e4-97b5-aff0eac2aab0,danceable,rhy,female,not_aggressive,voice,152.564712524,A#,0.660175681114,not_happy,2019,Rhythm & Blues (R&B)
Dance Monkey,Tones And I,19,23.0,19,7,fceef8ab-f844-45e8-822a-12d0ed536a4c,danceable,rhy,female,not_aggressive,voice,98.0043258667,A,0.81094622612,happy,2019,Rhythm & Blues (R&B)
One Man Band,Old Dominion,22,20.0,20,13,dd3d3bb0-16cc-4b12-8850-a1c4c07104c2,not_danceable,rhy,male,not_aggressive,voice,152.017684937,F#,0.819552779198,not_happy,2019,Rhythm & Blues (R&B)
Even Though I'm Leaving,Luke Combs,25,11.0,11,12,f83d1c45-322a-4337-a57a-1a23a93e4eea,not_danceable,pop,male,not_aggressive,voice,155.488693237,D,0.90295112133,happy,2019,Pop
Ran$om,Lil Tecca,26,17.0,4,25,6a4be581-37be-45d9-9b14-522b7f0dd183,danceable,pop,female,not_aggressive,voice,89.8520202637,A#,0.839504361153,not_happy,2019,Pop
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,27,21.0,1,38,1f3d90c6-b7d0-4a59-9898-4ca4645308ae,not_danceable,roc,female,aggressive,voice,89.4994506836,E,0.961428880692,happy,2019,Rock
Bandit,Juice WRLD & YoungBoy Never Broke Again,28,22.0,10,7,1fb6fb9d-4154-4280-ad8b-1265eb87198e,danceable,hip,female,not_aggressive,voice,89.9181442261,A#,0.817499577999,not_happy,2019,Hip-Hop
On Chill,Wale Featuring Jeremih,29,28.0,22,15,88a72f69-1cd4-49f0-adbb-8f67372e060d,danceable,rhy,female,not_aggressive,voice,85.400177002,A#,0.864164113998,not_happy,2019,Rhythm & Blues (R&B)
All I Want For Christmas Is You,Mariah Carey,31,39.0,3,32,88b1a733-5935-47c6-a2b2-9f72f072948f,danceable,pop,female,not_aggressive,voice,150.164459229,G,0.871298909187,happy,2019,Pop
Playing Games,Summer Walker,36,33.0,16,12,44ab8b80-35d4-46f2-89ec-724f523b3554,danceable,rhy,female,not_aggressive,voice,115.478012085,D,0.380101382732,happy,2019,Rhythm & Blues (R&B)
Hot Girl Bummer,blackbear,41,45.0,41,10,b0f80945-222c-4a2b-9b71-edc533cd4207,danceable,rhy,male,not_aggressive,voice,129.935440063,F#,0.871405184269,not_happy,2019,Rhythm & Blues (R&B)
Money In The Grave,Drake Featuring Rick Ross,46,35.0,7,23,63b31e5c-df3f-4900-9d86-ebf31f753102,danceable,rhy,female,not_aggressive,voice,100.305137634,A#,0.882453560829,not_happy,2019,Rhythm & Blues (R&B)
What If I Never Get Over You,Lady Antebellum,47,54.0,47,13,b1d5bc68-a36c-48b0-b84f-c5f8ca1a4d4f,danceable,roc,male,not_aggressive,voice,92.9138336182,C,0.934688985348,not_happy,2019,Rock
The Bones,Maren Morris,50,48.0,48,9,2e141c99-e791-435d-91de-db64e6b333cc,danceable,pop,female,not_aggressive,voice,153.271621704,D,0.855459213257,not_happy,2019,Pop
Juicy,Doja Cat & Tyga,51,47.0,47,4,db27096f-9347-483d-aa99-05121c7b1c45,danceable,rhy,female,not_aggressive,instrumental,85.0042800903,F,0.820725381374,not_happy,2019,Rhythm & Blues (R&B)
Follow God,Kanye West,52,38.0,7,4,3e557de5-a2c7-47bd-8921-4cf6243f8e17,danceable,hip,male,not_aggressive,voice,89.7955703735,G#,0.978165686131,not_happy,2019,Hip-Hop
Remember You Young,Thomas Rhett,53,53.0,53,10,b3fdd9ac-f2b9-4b3a-bf55-8dfc9ac65d4f,not_danceable,pop,male,not_aggressive,voice,113.950653076,F#,0.68839764595,happy,2019,Pop
Heart On Ice,Rod Wave,54,56.0,54,2,b124f68f-ad32-42a0-bc0d-26e2a88bb965,danceable,rhy,female,not_aggressive,voice,79.0132369995,A#,0.266575485468,not_happy,2019,Rhythm & Blues (R&B)
223's,YNW Melly & 9lokknine,56,44.0,34,11,e2862bf7-afb4-4889-b2f9-10f74cf8af93,danceable,hip,female,not_aggressive,voice,94.9781188965,C,0.92390191555,not_happy,2019,Hip-Hop
Kinfolks,Sam Hunt,62,65.0,62,6,d97db829-66ef-4ea3-a374-46cf5cde2571,danceable,pop,male,not_aggressive,voice,151.994171143,C,0.900953352451,not_happy,2019,Pop
We Were,Keith Urban,65,70.0,65,12,1582c177-e2e9-4e83-b08a-855bbe54bb56,danceable,rhy,male,not_aggressive,voice,81.0270767212,F,0.874532103539,happy,2019,Rhythm & Blues (R&B)
The Take,Tory Lanez Featuring Chris Brown,66,,66,1,bbded2dd-ae0c-4271-80ab-fed2c00df63d,danceable,roc,male,aggressive,instrumental,140.005966187,G#,0.933115243912,not_happy,2019,Rock
Ridin' Roads,Dustin Lynch,70,76.0,70,3,43740091-d760-4f84-a428-49e76e578ff0,danceable,pop,male,not_aggressive,voice,142.245941162,A,0.923115372658,happy,2019,Pop
Nice To Meet Ya,Niall Horan,71,63.0,63,6,b16265da-7a7a-4bde-ac98-4e70a383df85,danceable,dan,male,not_aggressive,voice,108.99067688,A,0.905242979527,not_happy,2019,Dance/Electronic
Every Little Thing,Russell Dickerson,73,58.0,50,12,79934694-271d-4f46-8110-530c58204cfa,danceable,pop,male,not_aggressive,voice,93.9877624512,C#,0.850116431713,happy,2019,Pop
Tip Of My Tongue,Kenny Chesney,74,75.0,73,19,033b6083-bdc7-4740-a8b2-a9546625550a,danceable,pop,male,not_aggressive,voice,95.0201721191,F,0.828563511372,not_happy,2019,Pop
All The Good Girls Go To Hell,Billie Eilish,76,80.0,46,5,25c52213-2409-476c-b330-d585300526e9,not_danceable,jaz,female,not_aggressive,voice,79.443031311,G#,0.579835772514,not_happy,2019,Jazz
Lights Up,Harry Styles,77,,17,4,57f71d30-f9c5-4778-8ec1-fd9132203929,danceable,dan,female,aggressive,instrumental,101.715675354,D#,0.699732005596,not_happy,2019,Dance/Electronic
Make No Sense,YoungBoy Never Broke Again,78,69.0,57,6,38fbd6ee-eb68-44bb-8645-a30da01f9aff,danceable,rhy,male,not_aggressive,voice,154.603271484,F,0.917281746864,not_happy,2019,Rhythm & Blues (R&B)
I Don't Know About You,Chris Lane,80,77.0,39,20,8bc989a4-3153-46ad-bc6f-03d9558a5a7b,danceable,pop,female,not_aggressive,voice,143.862808228,C#,0.86237424612,happy,2019,Pop
Lonely Child,YoungBoy Never Broke Again,81,73.0,44,6,9b714001-b424-4501-8351-7290195398c3,danceable,rhy,male,not_aggressive,voice,99.6571884155,E,0.858918130398,not_happy,2019,Rhythm & Blues (R&B)
Good Vibes,Chris Janson,84,61.0,48,12,06bf0a80-f651-4044-8f5f-2ab5de174103,danceable,roc,male,aggressive,voice,91.9835128784,C,0.956123232841,not_happy,2019,Rock
La Cancion,J Balvin & Bad Bunny,86,84.0,84,6,a3171d92-c25f-4d8d-8416-e90c5d6c100d,danceable,rhy,female,not_aggressive,voice,87.8438796997,C,0.875846326351,not_happy,2019,Rhythm & Blues (R&B)
Up All Night,Khalid,89,,89,1,4bfbcbe4-c38e-407a-b800-df70fa7a856c,danceable,dan,female,not_aggressive,instrumental,93.9055480957,C#,0.953745961189,not_happy,2019,Dance/Electronic
Tusa,Karol G & Nicki Minaj,92,78.0,78,2,5032af34-43ea-4c49-a906-f0b69b5805e2,danceable,pop,female,not_aggressive,instrumental,100.957183838,D,0.92520236969,happy,2019,Pop
Homesick,Kane Brown,95,,95,1,6769d83e-0b63-4da4-9275-8221b098e2c6,danceable,pop,female,not_aggressive,instrumental,96.9771728516,G#,0.911060094833,not_happy,2019,Pop
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,96,85.0,58,8,34b5d2d2-6e0b-4879-8235-c064b0013f29,not_danceable,roc,male,aggressive,instrumental,184.570388794,A,0.904795646667,happy,2019,Rock
Yellow Hearts,Ant Saunders,98,81.0,81,2,b8320737-92fe-4f24-bf3b-db2d90edd490,danceable,rhy,female,not_aggressive,voice,129.007461548,G,0.739399671555,not_happy,2019,Rhythm & Blues (R&B)
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,100,,100,1,0a31fc1b-e298-446a-a6fd-4b9f707df237,danceable,dan,female,not_aggressive,voice,105.005836487,A#,0.858330488205,not_happy,2019,Dance/Electronic
Roxanne,Arizona Zervas,5,12.0,5,4,dd8755ed-6061-4c8b-a26d-927609bc3e65,danceable,hip,female,not_aggressive,instrumental,172.265670776,A,0.888282239437,not_happy,2019,Hip-Hop
Lose You To Love Me,Selena Gomez,6,5.0,1,6,87370e5e-be85-4708-94dd-389a2b471ada,danceable,rhy,female,aggressive,voice,102.484855652,E,0.507887661457,not_happy,2019,Rhythm & Blues (R&B)
Senorita,Shawn Mendes & Camila Cabello,7,6.0,1,23,2388d3c6-50f0-4cd5-a20a-8b68ac9a2621,danceable,dan,male,not_aggressive,instrumental,129.943710327,A,0.859284818172,not_happy,2019,Dance/Electronic
"10,000 Hours",Dan + Shay & Justin Bieber,8,9.0,4,8,b8e46f7a-1dfc-44f6-9ccd-f16faadcba57,danceable,pop,female,not_aggressive,voice,90.00806427,A#,0.970693469048,not_happy,2019,Pop
Dance Monkey,Tones And I,11,19.0,11,8,fceef8ab-f844-45e8-822a-12d0ed536a4c,danceable,rhy,female,not_aggressive,voice,98.0043258667,A,0.81094622612,happy,2019,Rhythm & Blues (R&B)
Panini,Lil Nas X,13,11.0,5,23,fa60c2aa-288c-4f23-846d-05ef9b4d22b7,danceable,dan,female,not_aggressive,instrumental,153.541397095,F,0.783972978592,not_happy,2019,Dance/Electronic
HIGHEST IN THE ROOM,Travis Scott,15,14.0,1,8,818548d8-869f-49e4-97b5-aff0eac2aab0,danceable,rhy,female,not_aggressive,voice,152.564712524,A#,0.660175681114,not_happy,2019,Rhythm & Blues (R&B)
All I Want For Christmas Is You,Mariah Carey,18,31.0,3,33,88b1a733-5935-47c6-a2b2-9f72f072948f,danceable,pop,female,not_aggressive,voice,150.164459229,G,0.871298909187,happy,2019,Pop
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,20,27.0,1,39,1f3d90c6-b7d0-4a59-9898-4ca4645308ae,not_danceable,roc,female,aggressive,voice,89.4994506836,E,0.961428880692,happy,2019,Rock
One Man Band,Old Dominion,22,22.0,20,14,dd3d3bb0-16cc-4b12-8850-a1c4c07104c2,not_danceable,rhy,male,not_aggressive,voice,152.017684937,F#,0.819552779198,not_happy,2019,Rhythm & Blues (R&B)
Ran$om,Lil Tecca,25,26.0,4,26,6a4be581-37be-45d9-9b14-522b7f0dd183,danceable,pop,female,not_aggressive,voice,89.8520202637,A#,0.839504361153,not_happy,2019,Pop
Everything I Wanted,Billie Eilish,26,8.0,8,3,c205a615-d1ee-468c-9fca-dda3cf8f9937,danceable,rhy,female,not_aggressive,instrumental,119.994277954,A,0.759312808514,not_happy,2019,Rhythm & Blues (R&B)
Even Though I'm Leaving,Luke Combs,28,25.0,11,13,f83d1c45-322a-4337-a57a-1a23a93e4eea,not_danceable,pop,male,not_aggressive,voice,155.488693237,D,0.90295112133,happy,2019,Pop
Bandit,Juice WRLD & YoungBoy Never Broke Again,30,28.0,10,8,1fb6fb9d-4154-4280-ad8b-1265eb87198e,danceable,hip,female,not_aggressive,voice,89.9181442261,A#,0.817499577999,not_happy,2019,Hip-Hop
On Chill,Wale Featuring Jeremih,31,29.0,22,16,88a72f69-1cd4-49f0-adbb-8f67372e060d,danceable,rhy,female,not_aggressive,voice,85.400177002,A#,0.864164113998,not_happy,2019,Rhythm & Blues (R&B)
Heartless,The Weeknd,32,,32,1,28a19b0a-16bd-45d2-ae70-d6dadf3ae82b,danceable,dan,female,not_aggressive,instrumental,172.265762329,A#,0.84119784832,not_happy,2019,Dance/Electronic
Vete,Bad Bunny,33,,33,1,3313bbdc-98e4-4a92-9a9a-d31dc49bc0e6,danceable,rhy,female,not_aggressive,voice,91.969291687,A#,0.924174904823,not_happy,2019,Rhythm & Blues (R&B)
Playing Games,Summer Walker,43,36.0,16,13,44ab8b80-35d4-46f2-89ec-724f523b3554,danceable,rhy,female,not_aggressive,voice,115.478012085,D,0.380101382732,happy,2019,Rhythm & Blues (R&B)
Hot Girl Bummer,blackbear,45,41.0,41,11,b0f80945-222c-4a2b-9b71-edc533cd4207,danceable,rhy,male,not_aggressive,voice,129.935440063,F#,0.871405184269,not_happy,2019,Rhythm & Blues (R&B)
Last Christmas,Wham!,46,,25,10,f069a815-7741-43fd-bb24-9be1f7c3661a,danceable,pop,female,not_aggressive,instrumental,106.96320343,A,0.960412025452,happy,2019,Pop
A Holly Jolly Christmas,Burl Ives,48,,10,11,4750a94b-a12c-47dd-a434-7f4b58d4560f,not_danceable,rhy,male,not_aggressive,voice,92.9213485718,C,0.853794634342,happy,2019,Rhythm & Blues (R&B)
It's The Most Wonderful Time Of The Year,Andy Williams,49,,10,11,bac13621-aed8-43b8-86f2-c3b7762e73eb,not_danceable,pop,male,not_aggressive,voice,101.497619629,D,0.802173256874,happy,2019,Pop
Juicy,Doja Cat & Tyga,51,51.0,47,5,db27096f-9347-483d-aa99-05121c7b1c45,danceable,rhy,female,not_aggressive,instrumental,85.0042800903,F,0.820725381374,not_happy,2019,Rhythm & Blues (R&B)
The Bones,Maren Morris,53,50.0,48,10,2e141c99-e791-435d-91de-db64e6b333cc,danceable,pop,female,not_aggressive,voice,153.271621704,D,0.855459213257,not_happy,2019,Pop
Heart On Ice,Rod Wave,56,54.0,54,3,b124f68f-ad32-42a0-bc0d-26e2a88bb965,danceable,rhy,female,not_aggressive,voice,79.0132369995,A#,0.266575485468,not_happy,2019,Rhythm & Blues (R&B)
223's,YNW Melly & 9lokknine,57,56.0,34,12,e2862bf7-afb4-4889-b2f9-10f74cf8af93,danceable,hip,female,not_aggressive,voice,94.9781188965,C,0.92390191555,not_happy,2019,Hip-Hop
What If I Never Get Over You,Lady Antebellum,61,47.0,47,14,b1d5bc68-a36c-48b0-b84f-c5f8ca1a4d4f,danceable,roc,male,not_aggressive,voice,92.9138336182,C,0.934688985348,not_happy,2019,Rock
Remember You Young,Thomas Rhett,62,53.0,53,11,b3fdd9ac-f2b9-4b3a-bf55-8dfc9ac65d4f,not_danceable,pop,male,not_aggressive,voice,113.950653076,F#,0.68839764595,happy,2019,Pop
We Were,Keith Urban,68,65.0,65,13,1582c177-e2e9-4e83-b08a-855bbe54bb56,danceable,rhy,male,not_aggressive,voice,81.0270767212,F,0.874532103539,happy,2019,Rhythm & Blues (R&B)
Kinfolks,Sam Hunt,70,62.0,62,7,d97db829-66ef-4ea3-a374-46cf5cde2571,danceable,pop,male,not_aggressive,voice,151.994171143,C,0.900953352451,not_happy,2019,Pop
Ridin' Roads,Dustin Lynch,72,70.0,70,4,43740091-d760-4f84-a428-49e76e578ff0,danceable,pop,male,not_aggressive,voice,142.245941162,A,0.923115372658,happy,2019,Pop
All The Good Girls Go To Hell,Billie Eilish,76,76.0,46,6,25c52213-2409-476c-b330-d585300526e9,not_danceable,jaz,female,not_aggressive,voice,79.443031311,G#,0.579835772514,not_happy,2019,Jazz
Follow God,Kanye West,79,52.0,7,5,3e557de5-a2c7-47bd-8921-4cf6243f8e17,danceable,hip,male,not_aggressive,voice,89.7955703735,G#,0.978165686131,not_happy,2019,Hip-Hop
Nice To Meet Ya,Niall Horan,82,71.0,63,7,b16265da-7a7a-4bde-ac98-4e70a383df85,danceable,dan,male,not_aggressive,voice,108.99067688,A,0.905242979527,not_happy,2019,Dance/Electronic
Tip Of My Tongue,Kenny Chesney,86,74.0,73,20,033b6083-bdc7-4740-a8b2-a9546625550a,danceable,pop,male,not_aggressive,voice,95.0201721191,F,0.828563511372,not_happy,2019,Pop
Candy,Doja Cat,87,,87,1,9dd57e53-1fd2-4c11-8e41-2cebbbedd3fe,danceable,pop,female,not_aggressive,instrumental,125.213012695,A#,0.921230375767,not_happy,2019,Pop
Yellow Hearts,Ant Saunders,90,98.0,81,3,b8320737-92fe-4f24-bf3b-db2d90edd490,danceable,rhy,female,not_aggressive,voice,129.007461548,G,0.739399671555,not_happy,2019,Rhythm & Blues (R&B)
Make No Sense,YoungBoy Never Broke Again,91,78.0,57,7,38fbd6ee-eb68-44bb-8645-a30da01f9aff,danceable,rhy,male,not_aggressive,voice,154.603271484,F,0.917281746864,not_happy,2019,Rhythm & Blues (R&B)
Good Vibes,Chris Janson,92,84.0,48,13,06bf0a80-f651-4044-8f5f-2ab5de174103,danceable,roc,male,aggressive,voice,91.9835128784,C,0.956123232841,not_happy,2019,Rock
La Cancion,J Balvin & Bad Bunny,93,86.0,84,7,a3171d92-c25f-4d8d-8416-e90c5d6c100d,danceable,rhy,female,not_aggressive,voice,87.8438796997,C,0.875846326351,not_happy,2019,Rhythm & Blues (R&B)
Cuban Links,Rod Wave & Kevin Gates,95,,95,1,1890ed3c-c788-4bf9-acb2-0e89481c0b8b,danceable,dan,female,aggressive,instrumental,87.5366363525,A#,0.904316425323,not_happy,2019,Dance/Electronic
Lonely Child,YoungBoy Never Broke Again,97,81.0,44,7,9b714001-b424-4501-8351-7290195398c3,danceable,rhy,male,not_aggressive,voice,99.6571884155,E,0.858918130398,not_happy,2019,Rhythm & Blues (R&B)
Into The Unknown,Panic! At The Disco,98,,98,1,53c7955e-f0ec-4372-bfbc-93dc5e169a0d,danceable,pop,male,not_aggressive,voice,117.104393005,G#,0.913576245308,not_happy,2019,Pop
Show Yourself,Idina Menzel & Evan Rachel Wood,99,,99,1,3a26c9d1-d826-4aad-8e61-e4764ede9f5f,not_danceable,jaz,female,not_aggressive,voice,124.946769714,F#,0.190813735127,not_happy,2019,Jazz
Homesick,Kane Brown,100,95.0,95,2,6769d83e-0b63-4da4-9275-8221b098e2c6,danceable,pop,female,not_aggressive,instrumental,96.9771728516,G#,0.911060094833,not_happy,2019,Pop
Heartless,The Weeknd,1,32.0,1,2,28a19b0a-16bd-45d2-ae70-d6dadf3ae82b,danceable,dan,female,not_aggressive,instrumental,172.265762329,A#,0.84119784832,not_happy,2019,Dance/Electronic
All I Want For Christmas Is You,Mariah Carey,3,18.0,3,34,88b1a733-5935-47c6-a2b2-9f72f072948f,danceable,pop,female,not_aggressive,voice,150.164459229,G,0.871298909187,happy,2019,Pop
Roxanne,Arizona Zervas,7,5.0,5,5,dd8755ed-6061-4c8b-a26d-927609bc3e65,danceable,hip,female,not_aggressive,instrumental,172.265670776,A,0.888282239437,not_happy,2019,Hip-Hop
Lose You To Love Me,Selena Gomez,9,6.0,1,7,87370e5e-be85-4708-94dd-389a2b471ada,danceable,rhy,female,aggressive,voice,102.484855652,E,0.507887661457,not_happy,2019,Rhythm & Blues (R&B)
"10,000 Hours",Dan + Shay & Justin Bieber,10,8.0,4,9,b8e46f7a-1dfc-44f6-9ccd-f16faadcba57,danceable,pop,female,not_aggressive,voice,90.00806427,A#,0.970693469048,not_happy,2019,Pop
Dance Monkey,Tones And I,13,11.0,11,9,fceef8ab-f844-45e8-822a-12d0ed536a4c,danceable,rhy,female,not_aggressive,voice,98.0043258667,A,0.81094622612,happy,2019,Rhythm & Blues (R&B)
Senorita,Shawn Mendes & Camila Cabello,15,7.0,1,24,2388d3c6-50f0-4cd5-a20a-8b68ac9a2621,danceable,dan,male,not_aggressive,instrumental,129.943710327,A,0.859284818172,not_happy,2019,Dance/Electronic
Panini,Lil Nas X,17,13.0,5,24,fa60c2aa-288c-4f23-846d-05ef9b4d22b7,danceable,dan,female,not_aggressive,instrumental,153.541397095,F,0.783972978592,not_happy,2019,Dance/Electronic
A Holly Jolly Christmas,Burl Ives,18,48.0,10,12,4750a94b-a12c-47dd-a434-7f4b58d4560f,not_danceable,rhy,male,not_aggressive,voice,92.9213485718,C,0.853794634342,happy,2019,Rhythm & Blues (R&B)
HIGHEST IN THE ROOM,Travis Scott,20,15.0,1,9,818548d8-869f-49e4-97b5-aff0eac2aab0,danceable,rhy,female,not_aggressive,voice,152.564712524,A#,0.660175681114,not_happy,2019,Rhythm & Blues (R&B)
It's The Most Wonderful Time Of The Year,Andy Williams,24,49.0,10,12,bac13621-aed8-43b8-86f2-c3b7762e73eb,not_danceable,pop,male,not_aggressive,voice,101.497619629,D,0.802173256874,happy,2019,Pop
Everything I Wanted,Billie Eilish,25,26.0,8,4,c205a615-d1ee-468c-9fca-dda3cf8f9937,danceable,rhy,female,not_aggressive,instrumental,119.994277954,A,0.759312808514,not_happy,2019,Rhythm & Blues (R&B)
Last Christmas,Wham!,27,46.0,25,11,f069a815-7741-43fd-bb24-9be1f7c3661a,danceable,pop,female,not_aggressive,instrumental,106.96320343,A,0.960412025452,happy,2019,Pop
One Man Band,Old Dominion,30,22.0,20,15,dd3d3bb0-16cc-4b12-8850-a1c4c07104c2,not_danceable,rhy,male,not_aggressive,voice,152.017684937,F#,0.819552779198,not_happy,2019,Rhythm & Blues (R&B)
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,31,20.0,1,40,1f3d90c6-b7d0-4a59-9898-4ca4645308ae,not_danceable,roc,female,aggressive,voice,89.4994506836,E,0.961428880692,happy,2019,Rock
On Chill,Wale Featuring Jeremih,35,31.0,22,17,88a72f69-1cd4-49f0-adbb-8f67372e060d,danceable,rhy,female,not_aggressive,voice,85.400177002,A#,0.864164113998,not_happy,2019,Rhythm & Blues (R&B)
Ran$om,Lil Tecca,37,25.0,4,27,6a4be581-37be-45d9-9b14-522b7f0dd183,danceable,pop,female,not_aggressive,voice,89.8520202637,A#,0.839504361153,not_happy,2019,Pop
Even Though I'm Leaving,Luke Combs,38,28.0,11,14,f83d1c45-322a-4337-a57a-1a23a93e4eea,not_danceable,pop,male,not_aggressive,voice,155.488693237,D,0.90295112133,happy,2019,Pop
Feliz Navidad,Jose Feliciano,39,,29,6,0fd07598-5881-47ba-9eca-5a7378357c2b,not_danceable,pop,male,not_aggressive,voice,149.330429077,D,0.863341987133,happy,2019,Pop
Bandit,Juice WRLD & YoungBoy Never Broke Again,40,30.0,10,9,1fb6fb9d-4154-4280-ad8b-1265eb87198e,danceable,hip,female,not_aggressive,voice,89.9181442261,A#,0.817499577999,not_happy,2019,Hip-Hop
Sleigh Ride,The Ronettes,43,,26,4,9abaaa73-fa68-4e03-9edc-d1992d9825d4,danceable,pop,female,not_aggressive,voice,91.3818435669,A,0.9461992383,happy,2019,Pop
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,48,,28,4,946361d4-390f-46a3-8348-581f335736c2,not_danceable,jaz,female,not_aggressive,voice,96.5720748901,C,0.857709825039,not_happy,2019,Jazz
Playing Games,Summer Walker,52,43.0,16,14,44ab8b80-35d4-46f2-89ec-724f523b3554,danceable,rhy,female,not_aggressive,voice,115.478012085,D,0.380101382732,happy,2019,Rhythm & Blues (R&B)
